TIME,CONFIRMED,RECOVERED,DEATHS,ACTIVE,CONFIRMED.spb,HOSPITALIZED.today,PCR.tested,v1.CS,v2.CS,Yandex.ACTIVITY.points,CONFIRMED.spb_MAM,CONFIRMED_RES
2021-05-19,791,1501,40,21961,1293.0,403.0,25647.0,643893.0,545028.0,100.0,823.05,823.05
2021-05-20,815,1266,43,21467,1171.0,413.0,24114.0,649986.0,550844.0,100.0,834.05,834.05
2021-05-21,833,1327,35,20938,1485.0,397.0,23272.0,652750.0,552562.0,97.0,888.35,888.35
2021-05-22,842,414,40,21326,476.0,421.0,23488.0,653932.0,553352.0,64.0,895.35,895.35
2021-05-23,851,116,38,22023,312.0,284.0,14176.0,659835.0,556163.0,41.0,894.0,894.0
2021-05-24,844,1266,46,21555,1530.0,270.0,13842.0,665943.0,559976.0,96.0,925.45,925.45
2021-05-25,839,1161,39,21194,1362.0,462.0,20157.0,671816.0,563955.0,99.0,954.4,954.4
2021-05-26,836,1391,31,20608,1495.0,404.0,26832.0,677650.0,567538.0,92.0,980.8,980.8
2021-05-27,840,1172,33,20243,1375.0,443.0,25190.0,684087.0,571398.0,98.0,1005.8,1005.8
2021-05-28,846,1248,41,19800,1697.0,421.0,26263.0,687097.0,573186.0,97.0,1070.55,1070.55
2021-05-29,829,498,39,20092,596.0,443.0,23735.0,688078.0,573720.0,63.0,1082.1,1082.1
2021-05-30,822,813,40,20061,,321.0,15928.0,694264.0,576570.0,53.0,1118.0526315789473,1118.0526315789473
2021-05-31,817,1249,38,19591,1730.0,329.0,17334.0,700711.0,580412.0,97.0,1145.2631578947369,1145.2631578947369
2021-06-01,828,1000,36,19383,1670.0,510.0,21582.0,,,100.0,1175.5263157894738,1175.5263157894738
